cash_mode,offset,cost_bps,period,rule,identity_error,CAGR_link_error,CAGR_gap,matched_target,dynamic_average,static_average,matched_CAGR_gap,Return_Retention,annual_cost,annual_exposure_opportunity,CAGR_exposure_opportunity,annual_dynamic_timing,CAGR_dynamic_timing,annual_cash,CAGR_cash,CAGR_cost,annual_interaction,CAGR_interaction,annual_vol_total_reduction,annual_vol_lower_exposure_effect,annual_vol_dynamic_effect,annual_vol_dynamic_fraction,annual_vol_BH_reduction,ES95_5D_total_reduction,ES95_5D_lower_exposure_effect,ES95_5D_dynamic_effect,ES95_5D_dynamic_fraction,ES95_5D_BH_reduction,MaxDD_total_reduction,MaxDD_lower_exposure_effect,MaxDD_dynamic_effect,MaxDD_dynamic_fraction,MaxDD_BH_reduction,asset
PROXY,0,1,ALL,VOL,4.822531263215524e-16,2.324529457808921e-16,-0.0137977032847591,0.8461631214377121,0.846235493919713,0.8462354939266751,-0.0019317889407964,0.8681062577269775,-0.0002620218870196,-0.0179647240575595,-0.0150602990186627,-0.0061828961934001,-0.000706391849204,0.0020591252689334,0.0022561181550272,-0.000287023246667,-1.235331596847826e-07,-1.0732525281896892e-07,0.0634638138783231,0.0287144608456332,0.0347493530326898,0.2223103422777077,0.3430020951620776,0.0201446233220469,0.008479512883329,0.0116651104387178,0.2515564810115621,0.3672591627790574,0.2357797000175386,0.0649773443731347,0.1708023556444039,0.34910926733756,0.4254191253376684,SPY
PROXY,0,1,ALL,CORE_VOL,5.251875323519783e-16,3.348016308635237e-16,-0.0060825969002207,0.92307962851919,0.9231177504614116,0.923117750463162,-0.0002235368561632,0.9418557964792176,-0.0001303893539757,-0.0089823616196836,-0.0072650193374858,-0.0033657665656076,0.0001940662808327,0.0010293277145092,0.0011317418027544,-0.0001433336429258,-6.637787359037647e-08,-5.2003396725420106e-08,0.0352104349498478,0.0143710386178287,0.020839396332019,0.1221152391153987,0.1903014051837654,0.0111905517081163,0.0042398476965331,0.0069507040115831,0.1373347507821923,0.2040163564071523,0.1094274987136472,0.0315700994533882,0.0778573992602589,0.148964018225528,0.1974408771712992,SPY
PROXY,0,1,ALL,VOL,5.80265002714242e-16,4.822531263215524e-16,-0.0273934557519432,0.8316915400137077,0.8318218969056491,0.83182189691238,-0.0046975438708837,0.8325051218911735,-0.0003239938196637,-0.0295616882367691,-0.0262725870546079,-0.0091341931760101,-0.003952826466171,0.0027923237896453,0.0032038397192331,-0.0003719582765348,2.079012475995501e-08,7.632613791598783e-08,0.0664143448285568,0.0370046465472179,0.0294096982813388,0.1619608056254333,0.3038307656592044,0.0183147024845065,0.0113978082779559,0.0069168942065505,0.1235840750065021,0.2718648145568163,0.2151695992233849,0.0699448469379862,0.1452247522853987,0.3206859321594586,0.4115703693604243,QQQ
PROXY,0,1,ALL,CORE_VOL,5.507747036226364e-16,5.065392549852277e-16,-0.0128554453650732,0.9158384351394488,0.9159080836629632,0.9159080836636344,-0.0016247279859654,0.9213965089342596,-0.0001613108574169,-0.0147813476799254,-0.0128110059981506,-0.0049034782880653,-0.0014699869404194,0.0013959695948474,0.0016118677560519,-0.0001863896351922,2.707787922295083e-08,6.94526376268888e-08,0.0363763877902185,0.0185168162655708,0.0178595715246477,0.0892652264759946,0.1664138339804259,0.0099814113672518,0.005699806277315,0.0042816050899367,0.0694309004334911,0.1481648174557459,0.102221177038799,0.0340234298768066,0.0681977471619924,0.1395270241914568,0.1955257979852365,QQQ
