symbol,vintage,p,q,distribution,valid,order,n_train,loglikelihood,n_parameters,BIC,AIC,persistence,selected,evidence
QQQ,2008-05,1,2,t,True,3,2299,-4427.531657555026,5,8893.764462733869,8865.063315110052,0.9989040900270407,False,EXPOSED_HISTORY
QQQ,2008-05,2,1,normal,True,4,2299,-4435.2398101114295,4,8901.440538321911,8878.479620222859,0.9986499639941607,False,EXPOSED_HISTORY
QQQ,2008-05,2,1,t,True,5,2299,-4426.205733034711,5,8891.112613693238,8862.411466069421,0.9989943606247768,False,EXPOSED_HISTORY
QQQ,2008-06,1,1,normal,True,0,2320,-4470.669185442373,3,8964.586338278728,8947.338370884747,0.9984413775581789,False,EXPOSED_HISTORY
QQQ,2008-06,1,1,t,True,1,2320,-4462.228537492793,4,8955.454364844229,8932.457074985587,0.9987059213522902,True,EXPOSED_HISTORY
QQQ,2008-06,1,2,normal,True,2,2320,-4470.669185441869,4,8972.33566074238,8949.338370883737,0.9984413436204108,False,EXPOSED_HISTORY
QQQ,2008-06,1,2,t,True,3,2320,-4462.228537481557,5,8963.203687286417,8934.457074963115,0.9987058569602426,False,EXPOSED_HISTORY
QQQ,2008-06,2,1,normal,True,4,2320,-4469.930254355926,4,8970.857798570494,8947.860508711852,0.9984176611719793,False,EXPOSED_HISTORY
QQQ,2008-06,2,1,t,True,5,2320,-4460.735345815799,5,8960.2173039549,8931.470691631597,0.9987771895173696,False,EXPOSED_HISTORY
QQQ,2008-07,1,1,normal,True,0,2341,-4512.495431925895,3,9048.265864254263,9030.99086385179,0.9986610552608768,False,EXPOSED_HISTORY
QQQ,2008-07,1,1,t,True,1,2341,-4503.965233725903,4,9038.96380132177,9015.930467451806,0.9988975093592314,True,EXPOSED_HISTORY
QQQ,2008-07,1,2,normal,True,2,2341,-4512.495431923293,4,9056.02419771655,9032.990863846586,0.9986609597928419,False,EXPOSED_HISTORY
QQQ,2008-07,1,2,t,True,3,2341,-4503.965233683013,5,9046.722134703481,9017.930467366026,0.998897527598954,False,EXPOSED_HISTORY
QQQ,2008-07,2,1,normal,True,4,2341,-4511.74921817291,4,9054.531770215784,9031.49843634582,0.9986760518396386,False,EXPOSED_HISTORY
QQQ,2008-07,2,1,t,True,5,2341,-4502.390312917141,5,9043.572293171737,9014.780625834283,0.9990188275378503,False,EXPOSED_HISTORY
QQQ,2008-08,1,1,normal,True,0,2363,-4553.254139299668,3,9129.811340430897,9112.508278599336,0.9986046415900179,False,EXPOSED_HISTORY
QQQ,2008-08,1,1,t,True,1,2363,-4545.00248112308,4,9121.075711354906,9098.00496224616,0.9988504806390145,True,EXPOSED_HISTORY
QQQ,2008-08,1,2,normal,True,2,2363,-4553.254139298385,4,9137.579027705517,9114.50827859677,0.9986045560089901,False,EXPOSED_HISTORY
QQQ,2008-08,1,2,t,True,3,2363,-4545.002481056112,5,9128.843398498158,9100.004962112223,0.9988504369856137,False,EXPOSED_HISTORY
QQQ,2008-08,2,1,normal,True,4,2363,-4552.506499326604,4,9136.083747761955,9113.012998653208,0.9986001759599057,False,EXPOSED_HISTORY
QQQ,2008-08,2,1,t,True,5,2363,-4543.416468090346,5,9125.671372566627,9096.832936180692,0.9989487213376802,False,EXPOSED_HISTORY
QQQ,2008-09,1,1,normal,True,0,2384,-4589.878615530997,3,9203.086836146551,9185.757231061994,0.998511472748331,False,EXPOSED_HISTORY
QQQ,2008-09,1,1,t,True,1,2384,-4581.62906750944,4,9194.36427513162,9171.25813501888,0.9987598540473585,True,EXPOSED_HISTORY
QQQ,2008-09,1,2,normal,True,2,2384,-4589.878615529577,4,9210.863371171894,9187.757231059153,0.9985114766832706,False,EXPOSED_HISTORY
QQQ,2008-09,1,2,t,True,3,2384,-4581.629067467682,5,9202.140810076291,9173.258134935364,0.9987605888609703,False,EXPOSED_HISTORY
QQQ,2008-09,2,1,normal,True,4,2384,-4589.145554252553,4,9209.397248617846,9186.291108505106,0.9984931238409186,False,EXPOSED_HISTORY
QQQ,2008-09,2,1,t,True,5,2384,-4580.069822455184,5,9199.022320051296,9170.139644910369,0.9988378069650306,False,EXPOSED_HISTORY
QQQ,2008-10,1,1,normal,True,0,2405,-4648.583927147077,3,9320.523769841773,9303.167854294154,0.9994539439846284,False,EXPOSED_HISTORY
QQQ,2008-10,1,1,t,True,1,2405,-4638.703242910795,4,9308.54770655175,9285.40648582159,0.9996535004618048,True,EXPOSED_HISTORY
QQQ,2008-10,1,2,normal,True,2,2405,-4648.583927146419,4,9328.309075022999,9305.167854292838,0.9994539354757712,False,EXPOSED_HISTORY
QQQ,2008-10,1,2,t,True,3,2405,-4638.703242963076,5,9316.333011838851,9287.406485926153,0.9996533302251924,False,EXPOSED_HISTORY
QQQ,2008-10,2,1,normal,True,4,2405,-4647.182869628447,4,9325.506959987055,9302.365739256895,0.9995679916844569,False,EXPOSED_HISTORY
QQQ,2008-10,2,1,t,True,5,2405,-4636.839309823851,5,9312.605145560401,9283.678619647702,0.9999005751947685,False,EXPOSED_HISTORY
QQQ,2008-11,1,1,normal,True,0,2428,-4721.786339999641,3,9466.95714945582,9449.572679999283,1.0000000000001974,False,EXPOSED_HISTORY
QQQ,2008-11,1,1,t,True,1,2428,-4710.981326218691,4,9453.1419450461,9429.962652437382,0.9999999999999716,True,EXPOSED_HISTORY
QQQ,2008-11,1,2,normal,True,2,2428,-4721.786340000703,4,9474.751972610124,9451.572680001405,1.0000000000002096,False,EXPOSED_HISTORY
QQQ,2008-11,1,2,t,True,3,2428,-4710.981326159683,5,9460.936768080262,9431.962652319366,1.0000000001195914,False,EXPOSED_HISTORY
QQQ,2008-11,2,1,normal,True,4,2428,-4719.385003039018,4,9469.949298686754,9446.770006078035,0.9999999999980412,False,EXPOSED_HISTORY
QQQ,2008-11,2,1,t,True,5,2428,-4708.364348740492,5,9455.70281324188,9426.728697480983,1.0000000000824012,False,EXPOSED_HISTORY
QQQ,2008-12,1,1,normal,True,0,2447,-4774.587538277234,3,9572.582930744795,9555.175076554468,1.0000000000000295,False,EXPOSED_HISTORY
QQQ,2008-12,1,1,t,True,1,2447,-4764.066716256441,4,9559.343904766654,9536.133432512883,0.9999999999997502,True,EXPOSED_HISTORY
QQQ,2008-12,1,2,normal,True,2,2447,-4774.587538275082,4,9580.385548803935,9557.175076550164,1.0000000000971112,False,EXPOSED_HISTORY
QQQ,2008-12,1,2,t,True,3,2447,-4764.066716308467,5,9567.146522934148,9538.133432616934,1.0000000000121327,False,EXPOSED_HISTORY
QQQ,2008-12,2,1,normal,True,4,2447,-4772.312688755081,4,9575.835849763933,9552.625377510161,0.9999999999998573,False,EXPOSED_HISTORY
QQQ,2008-12,2,1,t,True,5,2447,-4761.572108902479,5,9562.157308122172,9533.144217804958,0.9999999998069743,False,EXPOSED_HISTORY
QQQ,2009-01,1,1,normal,True,0,2469,-4829.177182506265,3,9681.789070480565,9664.35436501253,0.9995571779937926,False,EXPOSED_HISTORY
QQQ,2009-01,1,1,t,True,1,2469,-4818.462478511397,4,9668.171230980175,9644.924957022795,0.9998386471166425,True,EXPOSED_HISTORY
QQQ,2009-01,1,2,normal,True,2,2469,-4829.177182509831,4,9689.600638977043,9666.354365019663,0.9995573052582511,False,EXPOSED_HISTORY
QQQ,2009-01,1,2,t,True,3,2469,-4818.462478508331,5,9675.982799463387,9646.924957016661,0.9998385033960222,False,EXPOSED_HISTORY
QQQ,2009-01,2,1,normal,True,4,2469,-4826.737728687362,4,9684.721731332103,9661.475457374723,0.9995273122889852,False,EXPOSED_HISTORY
QQQ,2009-01,2,1,t,True,5,2469,-4815.831585725677,5,9670.721013898079,9641.663171451353,0.9999770831006994,False,EXPOSED_HISTORY
QQQ,2009-02,1,1,normal,True,0,2489,-4875.855204546517,3,9775.169318000137,9757.710409093033,0.9993703796321419,False,EXPOSED_HISTORY
QQQ,2009-02,1,1,t,True,1,2489,-4865.271472295883,4,9761.821489801236,9738.542944591765,0.9996404161212797,True,EXPOSED_HISTORY
QQQ,2009-02,1,2,normal,True,2,2489,-4875.855204546955,4,9782.98895430338,9759.71040909391,0.99937045465553,False,EXPOSED_HISTORY
QQQ,2009-02,1,2,t,True,3,2489,-4865.271472295756,5,9769.64112610335,9740.542944591512,0.9996404594869985,False,EXPOSED_HISTORY
QQQ,2009-02,2,1,normal,True,4,2489,-4873.417432451624,4,9778.113410112719,9754.834864903249,0.9994115854063508,False,EXPOSED_HISTORY
QQQ,2009-02,2,1,t,True,5,2489,-4862.650220131702,5,9764.39862177524,9735.300440263403,0.9998312969532575,False,EXPOSED_HISTORY
QQQ,2009-03,1,1,normal,True,0,2508,-4917.475237816764,3,9858.432198338787,9840.950475633528,0.9991988510986076,False,EXPOSED_HISTORY
QQQ,2009-03,1,1,t,True,1,2508,-4906.986299068957,4,9845.281561744925,9821.972598137914,0.9994632281551571,True,EXPOSED_HISTORY
QQQ,2009-03,1,2,normal,True,2,2508,-4917.475237817831,4,9866.259439242673,9842.950475635662,0.9991988951305717,False,EXPOSED_HISTORY
QQQ,2009-03,1,2,t,True,3,2508,-4906.986299071357,5,9853.108802651479,9823.972598142715,0.999463330362814,False,EXPOSED_HISTORY
QQQ,2009-03,2,1,normal,True,4,2508,-4914.856332708775,4,9861.02162902456,9837.71266541755,0.9992517318949876,False,EXPOSED_HISTORY
QQQ,2009-03,2,1,t,True,5,2508,-4904.174341028307,5,9847.484886565378,9818.348682056614,0.9996709006834135,False,EXPOSED_HISTORY
QQQ,2009-04,1,1,normal,True,0,2530,-4971.346784841801,3,9966.201493428767,9948.693569683603,0.9994195684812688,False,EXPOSED_HISTORY
QQQ,2009-04,1,1,t,True,1,2530,-4960.825103319821,4,9952.994104966529,9929.650206639642,0.9996539672573521,True,EXPOSED_HISTORY
QQQ,2009-04,1,2,normal,True,2,2530,-4971.346784841994,4,9974.037468010874,9950.693569683988,0.9994195488389321,False,EXPOSED_HISTORY
QQQ,2009-04,1,2,t,True,3,2530,-4960.825103337198,5,9960.830079583004,9931.650206674396,0.9996540323648175,False,EXPOSED_HISTORY
QQQ,2009-04,2,1,normal,True,4,2530,-4968.578395459522,4,9968.50068924593,9945.156790919043,0.9995016677413305,False,EXPOSED_HISTORY
QQQ,2009-04,2,1,t,True,5,2530,-4957.8621541061175,5,9954.904181120843,9925.724308212235,0.9998981188832533,False,EXPOSED_HISTORY
QQQ,2009-05,1,1,normal,True,0,2551,-5013.859019631867,3,10051.25076141816,10033.718039263735,0.9990085415465817,False,EXPOSED_HISTORY
QQQ,2009-05,1,1,t,True,1,2551,-5003.293236293336,4,10037.96343545924,10014.586472586672,0.9992748976640935,True,EXPOSED_HISTORY
QQQ,2009-05,1,2,normal,True,2,2551,-5013.859019631851,4,10059.09500213627,10035.718039263702,0.9990085533471357,False,EXPOSED_HISTORY
QQQ,2009-05,1,2,t,True,3,2551,-5003.293236787502,5,10045.807677165712,10016.586473575004,0.9992744126529394,False,EXPOSED_HISTORY
QQQ,2009-05,2,1,normal,True,4,2551,-5010.986728706412,4,10053.350420285391,10029.973457412823,0.9990096734879071,False,EXPOSED_HISTORY
QQQ,2009-05,2,1,t,True,5,2551,-5000.221434629548,5,10039.664072849804,10010.442869259095,0.9994444161902809,False,EXPOSED_HISTORY
QQQ,2009-06,1,1,normal,True,0,2571,-5051.650535705916,3,10126.85722203363,10109.301071411832,0.9988532260523363,False,EXPOSED_HISTORY
QQQ,2009-06,1,1,t,True,1,2571,-5041.018113236294,4,10113.444427301652,10090.036226472588,0.9991070703463518,True,EXPOSED_HISTORY
QQQ,2009-06,1,2,normal,True,2,2571,-5051.650535706947,4,10134.709272242959,10111.301071413895,0.9988533252560026,False,EXPOSED_HISTORY
QQQ,2009-06,1,2,t,True,3,2571,-5041.018113237909,5,10121.296477512147,10092.036226475819,0.9991069774768508,False,EXPOSED_HISTORY
QQQ,2009-06,2,1,normal,True,4,2571,-5048.470891302059,4,10128.349983433181,10104.941782604117,0.9988726473911962,False,EXPOSED_HISTORY
QQQ,2009-06,2,1,t,True,5,2571,-5037.62600671362,5,10114.512264463568,10085.25201342724,0.9993023094233932,False,EXPOSED_HISTORY
QQQ,2009-07,1,1,normal,True,0,2593,-5088.810381352514,3,10201.202475061644,10183.620762705028,0.998618976250475,False,EXPOSED_HISTORY
QQQ,2009-07,1,1,t,True,1,2593,-5077.957089826964,4,10187.356462796082,10163.914179653928,0.9988745939716112,True,EXPOSED_HISTORY
QQQ,2009-07,1,2,normal,True,2,2593,-5088.810381352845,4,10209.063045847844,10185.62076270569,0.9986189936220057,False,EXPOSED_HISTORY
QQQ,2009-07,1,2,t,True,3,2593,-5077.957089879881,5,10195.217033687455,10165.914179759762,0.998874678062329,False,EXPOSED_HISTORY
QQQ,2009-07,2,1,normal,True,4,2593,-5085.549195435575,4,10202.540674013304,10179.09839087115,0.9986275734913711,False,EXPOSED_HISTORY
QQQ,2009-07,2,1,t,True,5,2593,-5074.433429827402,5,10188.169713582496,10158.866859654803,0.9990629384551246,False,EXPOSED_HISTORY
QQQ,2009-08,1,1,normal,True,0,2615,-5126.529403974158,3,10276.665866077814,10259.058807948317,0.9985448418515374,False,EXPOSED_HISTORY
QQQ,2009-08,1,1,t,True,1,2615,-5115.461734598657,4,10262.399546703311,10238.923469197314,0.9987954290543535,True,EXPOSED_HISTORY
QQQ,2009-08,1,2,normal,True,2,2615,-5126.52940397456,4,10284.534885455118,10261.05880794912,0.9985447769117191,False,EXPOSED_HISTORY
QQQ,2009-08,1,2,t,True,3,2615,-5115.4617345942615,5,10270.268566071018,10240.923469188523,0.9987956385551033,False,EXPOSED_HISTORY
QQQ,2009-08,2,1,normal,True,4,2615,-5123.095195374929,4,10277.666468255855,10254.190390749858,0.9985501319601665,False,EXPOSED_HISTORY
QQQ,2009-08,2,1,t,True,5,2615,-5111.768803810105,5,10262.882704502705,10233.53760762021,0.9989856061600156,False,EXPOSED_HISTORY
QQQ,2009-09,1,1,normal,True,0,2636,-5159.143704213965,3,10341.918462114798,10324.28740842793,0.998452694795201,False,EXPOSED_HISTORY
QQQ,2009-09,1,1,t,True,1,2636,-5147.961766371321,4,10327.431604325131,10303.923532742641,0.9987057865547883,True,EXPOSED_HISTORY
QQQ,2009-09,1,2,normal,True,2,2636,-5159.143704216343,4,10349.795480015177,10326.287408432687,0.9984528128385178,False,EXPOSED_HISTORY
QQQ,2009-09,1,2,t,True,3,2636,-5147.961766368699,5,10335.308622215509,10305.923532737397,0.9987058533243691,False,EXPOSED_HISTORY
QQQ,2009-09,2,1,normal,True,4,2636,-5155.859984485748,4,10343.228040553986,10319.719968971496,0.9984403719661169,False,EXPOSED_HISTORY
QQQ,2009-09,2,1,t,True,5,2636,-5144.4246253665115,5,10328.234340211135,10298.849250733023,0.9988695834951149,False,EXPOSED_HISTORY
QQQ,2009-10,1,1,normal,True,0,2657,-5188.2014522756,3,10400.057763388479,10382.4029045512,0.9983881524381841,False,EXPOSED_HISTORY
QQQ,2009-10,1,1,t,True,1,2657,-5176.928414952688,4,10385.396641688416,10361.856829905377,0.9986460784518731,True,EXPOSED_HISTORY
QQQ,2009-10,1,2,normal,True,2,2657,-5188.2014522771915,4,10407.942716337422,10384.402904554383,0.9983882288846186,False,EXPOSED_HISTORY
QQQ,2009-10,1,2,t,True,3,2657,-5176.928414882352,5,10393.281594493503,10363.856829764703,0.998646520363703,False,EXPOSED_HISTORY
QQQ,2009-10,2,1,normal,True,4,2657,-5184.854698367948,4,10401.249208518935,10377.709396735896,0.9983733583018498,False,EXPOSED_HISTORY
QQQ,2009-10,2,1,t,True,5,2657,-5173.3248549926175,5,10386.074474714034,10356.649709985235,0.9988067378155597,False,EXPOSED_HISTORY
QQQ,2009-11,1,1,normal,True,0,2679,-5225.813549305028,3,10475.30669521869,10457.627098610055,0.9983613155516268,False,EXPOSED_HISTORY
QQQ,2009-11,1,1,t,True,1,2679,-5214.056453855318,4,10459.685703188814,10436.112907710636,0.9986563140143464,True,EXPOSED_HISTORY
QQQ,2009-11,1,2,normal,True,2,2679,-5225.813549309669,4,10483.199894097515,10459.627098619338,0.9983612428972662,False,EXPOSED_HISTORY
QQQ,2009-11,1,2,t,True,3,2679,-5214.056454015896,5,10467.578902379515,10438.112908031791,0.998655889706605,False,EXPOSED_HISTORY
QQQ,2009-11,2,1,normal,True,4,2679,-5222.917522720842,4,10477.407840919861,10453.835045441683,0.9982754949955946,False,EXPOSED_HISTORY
QQQ,2009-11,2,1,t,True,5,2679,-5210.88388025044,5,10461.233754848603,10431.76776050088,0.9987533356440612,False,EXPOSED_HISTORY
QQQ,2009-12,1,1,normal,True,0,2699,-5255.840091427951,3,10535.382092694956,10517.680182855902,0.9982873036961802,False,EXPOSED_HISTORY
QQQ,2009-12,1,1,t,True,1,2699,-5243.9267948885,4,10519.456136229071,10495.853589777,0.9985843393576974,True,EXPOSED_HISTORY
QQQ,2009-12,1,2,normal,True,2,2699,-5255.840091427166,4,10543.282729306404,10519.680182854332,0.9982873428304992,False,EXPOSED_HISTORY
QQQ,2009-12,1,2,t,True,3,2699,-5243.926794935144,5,10527.356772935378,10497.853589870288,0.9985839505131832,False,EXPOSED_HISTORY
QQQ,2009-12,2,1,normal,True,4,2699,-5252.769697445967,4,10537.141941344005,10513.539394891934,0.9981943213020227,False,EXPOSED_HISTORY
QQQ,2009-12,2,1,t,True,5,2699,-5240.532408432777,5,10520.567999930643,10491.064816865553,0.9986815557844678,False,EXPOSED_HISTORY
QQQ,2010-01,1,1,normal,True,0,2721,-5283.08568707714,3,10589.89763837063,10572.17137415428,0.9982606975767656,False,EXPOSED_HISTORY
QQQ,2010-01,1,1,t,True,1,2721,-5271.120469275082,4,10573.875957505295,10550.240938550163,0.9985515578645954,True,EXPOSED_HISTORY
QQQ,2010-01,1,2,normal,True,2,2721,-5283.085687077887,4,10597.806393110906,10574.171374155774,0.998260705321329,False,EXPOSED_HISTORY
QQQ,2010-01,1,2,t,True,3,2721,-5271.120469181774,5,10581.784712057464,10552.240938363548,0.9985514145332116,False,EXPOSED_HISTORY
QQQ,2010-01,2,1,normal,True,4,2721,-5280.108805320982,4,10591.852629597097,10568.217610641965,0.9981437087205619,False,EXPOSED_HISTORY
QQQ,2010-01,2,1,t,True,5,2721,-5267.844503761229,5,10575.232781216375,10545.689007522458,0.9986126556121263,False,EXPOSED_HISTORY
QQQ,2010-02,1,1,normal,True,0,2740,-5316.121372199728,3,10655.989883997603,10638.242744399457,0.9982379384750323,False,EXPOSED_HISTORY
QQQ,2010-02,1,1,t,True,1,2740,-5304.400207594998,4,10640.463267987525,10616.800415189997,0.9985137816074942,True,EXPOSED_HISTORY
QQQ,2010-02,1,2,normal,True,2,2740,-5316.1213721952045,4,10663.905597187937,10640.242744390409,0.9982380557550237,False,EXPOSED_HISTORY
QQQ,2010-02,1,2,t,True,3,2740,-5304.400207256409,5,10648.378980509728,10618.800414512818,0.9985135121125359,False,EXPOSED_HISTORY
QQQ,2010-02,2,1,normal,True,4,2740,-5313.006788086826,4,10657.676428971181,10634.013576173653,0.9981123435006406,False,EXPOSED_HISTORY
QQQ,2010-02,2,1,t,True,5,2740,-5301.078536596519,5,10641.735639189948,10612.157073193039,0.9985577807834634,False,EXPOSED_HISTORY
QQQ,2010-03,1,1,normal,True,0,2759,-5344.643161976501,3,10713.054194675653,10695.286323953002,0.998143659873878,False,EXPOSED_HISTORY
QQQ,2010-03,1,1,t,True,1,2759,-5332.616971193593,4,10696.924436684054,10673.233942387185,0.998436200230379,True,EXPOSED_HISTORY
QQQ,2010-03,1,2,normal,True,2,2759,-5344.643161980741,4,10720.97681825835,10697.286323961482,0.9981435466581018,False,EXPOSED_HISTORY
QQQ,2010-03,1,2,t,True,3,2759,-5332.616971206553,5,10704.847060284192,10675.233942413106,0.9984360971840993,False,EXPOSED_HISTORY
QQQ,2010-03,2,1,normal,True,4,2759,-5341.553866548331,4,10714.79822739353,10691.107733096662,0.9979814538169612,False,EXPOSED_HISTORY
QQQ,2010-03,2,1,t,True,5,2759,-5329.3206283446025,5,10698.25437456029,10668.641256689205,0.9984445201927009,False,EXPOSED_HISTORY
QQQ,2010-04,1,1,normal,True,0,2782,-5369.43086520931,3,10762.65450653607,10744.86173041862,0.9982150932423579,False,EXPOSED_HISTORY
QQQ,2010-04,1,1,t,True,1,2782,-5357.047157687226,4,10745.818016864385,10722.094315374452,0.9985545247255996,True,EXPOSED_HISTORY
QQQ,2010-04,1,2,normal,True,2,2782,-5369.430865210194,4,10770.58543191032,10746.861730420387,0.9982151602764574,False,EXPOSED_HISTORY
QQQ,2010-04,1,2,t,True,3,2782,-5357.047157688549,5,10753.748942239516,10724.094315377099,0.9985544930534507,False,EXPOSED_HISTORY
QQQ,2010-04,2,1,normal,True,4,2782,-5366.096508818109,4,10763.916719126151,10740.193017636218,0.9980683939289189,False,EXPOSED_HISTORY
QQQ,2010-04,2,1,t,True,5,2782,-5353.529099945299,5,10746.712826753015,10717.058199890598,0.9985958521381318,False,EXPOSED_HISTORY
QQQ,2010-05,1,1,normal,True,0,2803,-5397.207487865033,3,10818.23031238356,10800.414975730066,0.9979656651690042,False,EXPOSED_HISTORY
QQQ,2010-05,1,1,t,True,1,2803,-5384.615920740083,4,10800.985623684826,10777.231841480167,0.9984081871673782,True,EXPOSED_HISTORY
QQQ,2010-05,1,2,normal,True,2,2803,-5397.207487863912,4,10826.168757932484,10802.414975727825,0.9979655155749616,False,EXPOSED_HISTORY
QQQ,2010-05,1,2,t,True,3,2803,-5384.615920737365,5,10808.924069230554,10779.23184147473,0.9984081310984105,False,EXPOSED_HISTORY
QQQ,2010-05,2,1,normal,True,4,2803,-5393.551542741576,4,10818.856867687811,10795.103085483152,0.9977818425074537,False,EXPOSED_HISTORY
QQQ,2010-05,2,1,t,True,5,2803,-5380.80206696551,5,10801.296361686844,10771.60413393102,0.9984512392940594,False,EXPOSED_HISTORY
QQQ,2010-06,1,1,normal,True,0,2823,-5447.5073545658715,3,10918.851375416503,10901.014709131743,0.9981753351279097,False,EXPOSED_HISTORY
QQQ,2010-06,1,1,t,True,1,2823,-5434.565165781457,4,10900.912553275928,10877.130331562914,0.9987245882610561,False,EXPOSED_HISTORY
QQQ,2010-06,1,2,normal,True,2,2823,-5447.507354565578,4,10926.79693084417,10903.014709131156,0.9981752849290431,False,EXPOSED_HISTORY
QQQ,2010-06,1,2,t,True,3,2823,-5434.565165823404,5,10908.858108788076,10879.130331646807,0.9987244166527147,False,EXPOSED_HISTORY
QQQ,2010-06,2,1,normal,True,4,2823,-5442.984478180896,4,10917.751178074806,10893.968956361792,0.99801184840179,False,EXPOSED_HISTORY
QQQ,2010-06,2,1,t,True,5,2823,-5430.05772649493,5,10899.843230131128,10870.11545298986,0.9988281035542016,True,EXPOSED_HISTORY
QQQ,2010-07,1,1,normal,True,0,2845,-5490.823568879189,3,11005.50709279806,10987.647137758378,0.9981021272283829,False,EXPOSED_HISTORY
QQQ,2010-07,1,1,t,True,1,2845,-5477.548597303761,4,10986.910467993765,10963.097194607522,0.9986510546783031,False,EXPOSED_HISTORY
QQQ,2010-07,1,2,normal,True,2,2845,-5490.823568878959,4,11013.46041114416,10989.647137757918,0.9981021292364717,False,EXPOSED_HISTORY
QQQ,2010-07,1,2,t,True,3,2845,-5477.548597363098,5,10994.863786458998,10965.097194726197,0.9986510219683716,False,EXPOSED_HISTORY
QQQ,2010-07,2,1,normal,True,4,2845,-5486.314194287196,4,11004.441661960635,10980.628388574392,0.9979054063868182,False,EXPOSED_HISTORY
QQQ,2010-07,2,1,t,True,5,2845,-5473.059760514023,5,10985.886112760847,10956.119521028046,0.9987056567303673,True,EXPOSED_HISTORY
QQQ,2010-08,1,1,normal,True,0,2866,-5526.834357936787,3,11077.550733698738,11059.668715873573,0.9978662193829673,False,EXPOSED_HISTORY
QQQ,2010-08,1,1,t,True,1,2866,-5513.243766346829,4,11058.33022312721,11034.487532693658,0.9984281328836995,False,EXPOSED_HISTORY
QQQ,2010-08,1,2,normal,True,2,2866,-5526.8343579367665,4,11085.511406307085,11061.668715873533,0.9978662031846561,False,EXPOSED_HISTORY
QQQ,2010-08,1,2,t,True,3,2866,-5513.243766346809,5,11066.29089573556,11036.487532693618,0.9984281009429518,False,EXPOSED_HISTORY
QQQ,2010-08,2,1,normal,True,4,2866,-5522.255703787439,4,11076.35409800843,11052.511407574879,0.9976138589196241,False,EXPOSED_HISTORY
QQQ,2010-08,2,1,t,True,5,2866,-5508.690462756549,5,11057.18428855504,11027.380925513098,0.9984242225609188,True,EXPOSED_HISTORY
QQQ,2010-09,1,1,normal,True,0,2888,-5561.6087298260645,3,11147.122418152167,11129.217459652129,0.9977454555695757,False,EXPOSED_HISTORY
QQQ,2010-09,1,1,t,True,1,2888,-5548.022183445634,4,11127.917644891319,11104.044366891269,0.9983007680106415,False,EXPOSED_HISTORY
QQQ,2010-09,1,2,normal,True,2,2888,-5561.608729825264,4,11155.090737650578,11131.217459650528,0.9977453772681922,False,EXPOSED_HISTORY
QQQ,2010-09,1,2,t,True,3,2888,-5548.0221834442345,5,11135.885964388533,11106.044366888469,0.9983009454521361,False,EXPOSED_HISTORY
QQQ,2010-09,2,1,normal,True,4,2888,-5556.938026578211,4,11145.749331156472,11121.876053156422,0.9974935468713624,False,EXPOSED_HISTORY
QQQ,2010-09,2,1,t,True,5,2888,-5543.361597426933,5,11126.56479235393,11096.723194853867,0.9982926800472766,True,EXPOSED_HISTORY
QQQ,2010-10,1,1,normal,True,0,2909,-5593.807840056498,3,11211.542374088482,11193.615680112996,0.9976631816981774,False,EXPOSED_HISTORY
QQQ,2010-10,1,1,t,True,1,2909,-5579.88945778917,4,11191.681174212321,11167.77891557834,0.9982343514031865,False,EXPOSED_HISTORY
QQQ,2010-10,1,2,normal,True,2,2909,-5593.807840059143,4,11219.517938752268,11195.615680118286,0.9976631072970233,False,EXPOSED_HISTORY
QQQ,2010-10,1,2,t,True,3,2909,-5579.889457788153,5,11199.656738868782,11169.778915576306,0.998234384808901,False,EXPOSED_HISTORY
QQQ,2010-10,2,1,normal,True,4,2909,-5589.011619180428,4,11209.925496994838,11186.023238360856,0.9973970360775637,False,EXPOSED_HISTORY
QQQ,2010-10,2,1,t,True,5,2909,-5575.116063632385,5,11190.109950557246,11160.23212726477,0.998218838503755,True,EXPOSED_HISTORY
QQQ,2010-11,1,1,normal,True,0,2930,-5621.840721326504,3,11267.62971575904,11249.681442653007,0.9976324574748252,False,EXPOSED_HISTORY
QQQ,2010-11,1,1,t,True,1,2930,-5607.482171529236,4,11246.895373866517,11222.964343058473,0.9982361214078794,False,EXPOSED_HISTORY
QQQ,2010-11,1,2,normal,True,2,2930,-5621.840721326549,4,11275.612473461142,11251.681442653098,0.9976323984979497,False,EXPOSED_HISTORY
QQQ,2010-11,1,2,t,True,3,2930,-5607.482171541784,5,11254.878131593623,11224.964343083568,0.9982363217955806,False,EXPOSED_HISTORY
QQQ,2010-11,2,1,normal,True,4,2930,-5617.136711167996,4,11266.204453144035,11242.273422335991,0.9973587858040901,False,EXPOSED_HISTORY
QQQ,2010-11,2,1,t,True,5,2930,-5602.758442923136,5,11245.430674356327,11215.516885846271,0.998222173727942,True,EXPOSED_HISTORY
QQQ,2010-12,1,1,normal,True,0,2951,-5651.90857373613,3,11327.78684559709,11309.81714747226,0.9975671916045753,False,EXPOSED_HISTORY
QQQ,2010-12,1,1,t,True,1,2951,-5637.92076146892,4,11307.801120437613,11283.84152293784,0.9981222257181063,False,EXPOSED_HISTORY
QQQ,2010-12,1,2,normal,True,2,2951,-5651.908573733311,4,11335.776744966393,11311.817147466621,0.9975671387976687,False,EXPOSED_HISTORY
QQQ,2010-12,1,2,t,True,3,2951,-5637.920761476918,5,11315.791019828552,11285.841522953837,0.9981220253913631,False,EXPOSED_HISTORY
