cash_mode,offset,cost_bps,rule,period,Return_Retention,n,cycles,years,CAGR,annual_return,annual_vol,downside_deviation,Sharpe,Sortino,Calmar,MaxDD,recovery_sessions,recovery_censored,longest_completed_recovery,average_exposure,cash_share,beta,annual_turnover,annual_fee_drag,VaR95_5D,ES95_5D,loss2_frequency,loss5_frequency,mean_path_D,actual_5D_proxy_ann,vol_proxy_overshoot,vol_prediction_rmse,ES_budget_predicted_gross_breach,ES_budget_predicted_net_breach,probability_budget_predicted_gross_breach,probability_budget_predicted_net_breach,loss_budget_realized_frequency,VaR_hit,ES_identification,expected_loss2,expected_loss5,path_projection_approx,CAGR_cost_drag
PROXY,2,0,MATCH_VOL,2018Q4,,62,12,0.24914442162902123,-0.3531979397957659,-0.4224635694858366,0.19286124329604667,0.1549162593236579,-2.312265536963378,-2.862727025113328,-2.6023191740851463,0.13572429674001607,62,True,0,0.5977008103298611,0.4022991896701389,0.5962715847447116,0.363753351245214,0.0,0.028106693870119437,0.028106693870119433,0.25,0.0,0.025143610733946792,0.1805350270140693,0.5,0.008292027865608833,0.75,0.75,0.75,0.75,0.0,0.08333333333333333,-0.23716946706252082,0.14275275779442684,0.020761704267320984,0.016104995374244892,0.0
PROXY,2,0,VOL,COVID,-1.4078148306138485,92,17,0.3613963039014374,-0.12863216691837026,-0.11221998537612488,0.21973298741227332,0.17147932648231315,-0.5271704600000836,-0.6747160832412378,-0.7801965020341309,0.16487149914540766,91,True,0,0.5038915276215051,0.49610847237849487,0.46083950488443387,5.71477920756771,0.0,0.049693014875964225,0.04969301487596422,0.17647058823529413,0.0,0.019494128859405675,0.2066316497810295,0.35294117647058826,0.014967454722249762,1.0,1.0,1.0,1.0,0.11764705882352941,0.058823529411764705,-0.09004248437573806,0.1396989541912619,0.014194538609268736,0.015342170333943361,0.0
PROXY,2,0,MATCH_VOL,COVID,0.6964148088852957,92,17,0.3613963039014374,0.06363148334067358,0.08326628219320514,0.21128328577186356,0.15696721948604125,0.3764710433972776,0.5061575754035257,0.4338519614699639,0.14666634933510347,66,False,66,0.5038915276245398,0.4961084723754602,0.5012334182328052,0.47501876787791775,0.0,0.05015081664424992,0.05015081664424992,0.17647058823529413,0.058823529411764705,0.020504993899777595,0.2591765453480036,0.47058823529411764,0.016992030523814452,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.11764705882352941,0.058823529411764705,-0.09174675270305481,0.1669307118757224,0.045146640694186134,0.019919683610898527,0.0
PROXY,2,0,VOL,2022,,250,50,0.9883641341546886,-0.2563709035075381,-0.2789026253411261,0.17923816971306986,0.13940972670827564,-1.6671350629008919,-2.1331913368917568,-0.9499725752183481,0.2698718996689058,249,True,0,0.558335257216708,0.44166474278329204,0.5444538142604892,4.17206200337356,0.0,0.05130244886546653,0.05533471924026343,0.28,0.08,0.022059736669645984,0.16384227265496407,0.4,0.005828036853483164,1.0,1.0,1.0,1.0,0.18,0.12,-0.41271927516280316,0.13956795509440867,0.014820460170398677,0.015579575540190944,0.0
PROXY,2,0,MATCH_VOL,2022,,250,50,0.9883641341546886,-0.18867945052586518,-0.19213779430032402,0.17970327230089436,0.13341264393299876,-1.1799134885139817,-1.5812053209838624,-0.8975204611920533,0.2102230073677297,249,True,0,0.5583352572169363,0.44166474278306367,0.5575758638967758,0.44211710297090034,0.0,0.04075956003814707,0.050412008471205125,0.3,0.02,0.021513441185401706,0.1665705128795393,0.42,0.006008052030106578,0.78,0.78,0.72,0.72,0.12,0.12,-0.41293966839338236,0.14452847692246823,0.020139978453998793,0.016201483473769568,0.0
PROXY,2,0,VOL,2023_PLUS,0.7774086464475221,914,182,3.6440793976728267,0.2426303909309751,0.2302817201046073,0.15447417769141777,0.10682595523943739,1.1856879177655024,1.6913917303007246,1.4288621668483081,0.16980671513345025,98,False,122,0.8326415754133469,0.16735842458665307,0.7362266750952164,4.056503150778213,0.0,0.026533926470153513,0.036000468919834036,0.1043956043956044,0.0,0.013980968391623546,0.15372995333739042,0.25274725274725274,0.00700059952766286,0.8846153846153846,0.8846153846153846,0.8681318681318682,0.8681318681318682,0.04395604395604396,0.03296703296703297,0.19882439202475316,0.13410768797710718,0.012960818784965702,0.015271636999136216,0.0
PROXY,2,0,MATCH_VOL,2023_PLUS,0.853533719794284,914,182,3.6440793976728267,0.266389139164837,0.25163315535193753,0.1689099558726735,0.11419827591555352,1.2107460436006339,1.7689153608710857,1.3070987085442674,0.20380185323686684,87,False,87,0.8326415754144058,0.16735842458559425,0.8306728446545124,0.1383144136993246,0.0,0.026658476446712376,0.03516245593637495,0.13736263736263737,0.005494505494505495,0.014464854552546572,0.16661846783725562,0.29120879120879123,0.00855450395424663,0.6043956043956044,0.6043956043956044,0.6043956043956044,0.6043956043956044,0.03296703296703297,0.03296703296703297,0.19870640648776236,0.13866730731088708,0.020569213913081346,0.016177560264124567,0.0
PROXY,2,0,VOL,2024_PLUS,0.7627753401733454,664,132,2.647501711156742,0.18338716453665602,0.18145724734998997,0.156238791323721,0.11196476680809563,0.8736597061637118,1.2043501220503896,1.0799759267030942,0.16980671513345003,98,False,122,0.8275020995622747,0.17249790043772528,0.7153173780012824,4.279749848993731,0.0,0.02837705132697288,0.03625952494920153,0.11363636363636363,0.0,0.014228757298372412,0.15681860106409173,0.2727272727272727,0.007618967931993093,0.8636363636363636,0.8636363636363636,0.8484848484848485,0.8484848484848485,0.045454545454545456,0.030303030303030304,0.22031237865046682,0.1330073513357184,0.012674654560101252,0.015181984831996866,0.0
PROXY,2,0,MATCH_VOL,2024_PLUS,0.8615871247799192,664,132,2.647501711156742,0.20714358670637154,0.2043574166152118,0.17411711433488755,0.1208803940858799,0.915443673185263,1.3042548582650348,1.0222575659013524,0.20263345913583664,87,False,87,0.8275020995602224,0.17249790043977764,0.8249471596784567,0.1431576494143606,0.0,0.026772954427701112,0.03689578028549951,0.14393939393939395,0.007575757575757576,0.014875643648472459,0.1724598558055558,0.3333333333333333,0.009430797120222618,0.5984848484848485,0.5984848484848485,0.5909090909090909,0.5909090909090909,0.03787878787878788,0.030303030303030304,0.22044317851618989,0.1386893817155901,0.021570072306694728,0.016282437667187483,0.0
PROXY,2,0,VOL,EX_MAJOR_SHOCKS,0.8202058248787821,3982,794,15.824777549623546,0.19149439625207185,0.1865415399821826,0.14818828764548886,0.10530444663151697,1.1479326413701822,1.6076248151141035,1.0982957274165512,0.1743559511995112,298,False,298,0.8782847821984802,0.12171521780151984,0.7748609292341989,3.05737148771096,0.0,0.030609235831453918,0.03987399382901932,0.1070528967254408,0.003778337531486146,0.013497765099526342,0.15042430002805235,0.19899244332493704,0.008635883005508835,0.6360201511335013,0.6360201511335013,0.6612090680100756,0.6612090680100756,0.04785894206549118,0.04534005037783375,0.03433162823861347,0.12188575847499662,0.00959141100348454,0.014238219921683967,0.0
PROXY,2,0,MATCH_VOL,EX_MAJOR_SHOCKS,0.8847454480098427,3982,794,15.824777549623546,0.20656253621272772,0.201270237840666,0.16199742733586106,0.11388487973337438,1.1410138025331054,1.61583552990782,0.9640381308396215,0.2142680145160064,87,False,182,0.8782847821992351,0.12171521780076489,0.8772297221444847,0.1550299756639189,0.0,0.030809812997535824,0.04314038624469064,0.11964735516372796,0.007556675062972292,0.014241833912439137,0.1628198829652364,0.2795969773299748,0.009247084311725452,0.4748110831234257,0.4748110831234257,0.4811083123425693,0.4811083123425693,0.04785894206549118,0.04534005037783375,0.034223281775032185,0.12763349608922986,0.018460666740028844,0.015288041938882922,0.0
PROXY,2,0,CORE_VOL,ALL,0.9386843801279908,5085,1017,20.216290212183434,0.1542430092260508,0.16048374160116505,0.1826545433841218,0.13074274251154497,0.7855592796671155,1.0932056392757423,0.37340626320965253,0.4130702251757614,615,False,615,0.9153387905884012,0.08466120941159883,0.8261856106945097,1.6097384449745948,0.0,0.03842948030610349,0.052940502223587885,0.15732546705998032,0.02261553588987217,0.016930543319525662,0.18382843211167618,0.4119960668633235,0.009847942971274776,0.6932153392330384,0.6932153392330384,0.7138643067846607,0.7138643067846607,0.0776794493608653,0.051130776794493606,-0.016718370467056334,0.15046543949492497,0.02347327982309114,0.01699681821609266,0.0
PROXY,2,0,MATCH_CORE_VOL,ALL,0.9305067568994722,5085,1017,20.216290212183434,0.15289927618671803,0.1626335241414152,0.1999457159240638,0.14276197433702326,0.7283863962760765,1.016707850589558,0.31333068636911304,0.4879805357034135,758,False,758,0.9153387905884073,0.08466120941159272,0.9147907015154456,0.1277821155783792,0.0,0.04021995547386925,0.05935426486951861,0.1553588987217306,0.024582104228121928,0.017755392529843792,0.20164943665436746,0.41002949852507375,0.010656808214535062,0.6017699115044248,0.6017699115044248,0.6116027531956736,0.6116027531956736,0.07669616519174041,0.051130776794493606,-0.016749579790538573,0.15120225029373507,0.02990121646930321,0.01786386993059552,0.0
PROXY,2,0,CORE_VOL,GFC,2.077681739870166,755,150,2.9924709103353866,0.052395686057920686,0.0751970498453093,0.2198352841296616,0.15775495183109503,0.24945112643167555,0.3464349487631254,0.12684449971097872,0.41307022517576064,545,True,48,0.8544356016019129,0.1455643983980871,0.7428002981045629,1.6140801028936955,0.0,0.05230583222826535,0.0714241173412528,0.20666666666666667,0.05333333333333334,0.021772774943628934,0.2205682515780554,0.6266666666666667,0.009233719928832472,0.8333333333333334,0.8333333333333334,0.8666666666666667,0.8666666666666667,0.1,0.05333333333333334,-0.10538520198840011,0.18485369555579179,0.03751074200851234,0.020267049506763862,0.0
