period,block,contrast,family,point,valid_fraction,ci_low,ci_high,sim_low,sim_high,candidate,reference,score,n,fractional_gain
COVID,42,FHS|HS|DD_MSE,FHS_VALUE,0.00047888421911774517,0.9634817408704353,-0.00032284121157362595,0.002345970094208965,-0.0010815355382500708,0.002039303976485561,FHS,HS,DD_MSE,93,0.20561786866319415
2022,42,FHS|HS|PINBALL,FHS_VALUE,-2.0843741865298193e-05,1.0,-0.0004946966402264942,0.0004926171425410965,-0.000608114607517515,0.0005664271237869185,FHS,HS,PINBALL,251,-0.005081673863785095
2022,42,FHS|HS|FZ0,FHS_VALUE,-0.020248366087569827,1.0,-0.24446438323959896,0.24607688702802286,-0.31647697072594794,0.27598023855080833,FHS,HS,FZ0,251,
2022,42,FHS|HS|BRIER2,FHS_VALUE,0.006256175253251632,1.0,-0.001769926673778215,0.014330039140339479,-0.00322830034489885,0.015740650851402114,FHS,HS,BRIER2,251,0.026175930163906302
2022,42,FHS|HS|BRIER5,FHS_VALUE,-0.0006239975465183612,1.0,-0.002306563254482087,0.001346523474964901,-0.0027747224894251565,0.001526727396388434,FHS,HS,BRIER5,251,-0.009600539859100119
2022,42,FHS|HS|DD_MSE,FHS_VALUE,3.982456630502157e-05,1.0,-1.1508759805765726e-05,9.198986009589826e-05,-2.1517874380948902e-05,0.00010116700699099204,FHS,HS,DD_MSE,251,0.07976428581522889
2023_PLUS,42,FHS|HS|PINBALL,FHS_VALUE,0.00015777455800313625,1.0,-2.6115850754526587e-05,0.0003303516480492039,-6.5695991113808e-05,0.0003812451071200805,FHS,HS,PINBALL,911,0.065356997723506
2023_PLUS,42,FHS|HS|FZ0,FHS_VALUE,0.1490195855918329,1.0,0.040595377062761596,0.25400855047717896,0.013347297541108555,0.2846918736425572,FHS,HS,FZ0,911,
2023_PLUS,42,FHS|HS|BRIER2,FHS_VALUE,0.002153870943598102,1.0,-0.0014750649816292526,0.00574552878306279,-0.0023909178682220023,0.006698659755418206,FHS,HS,BRIER2,911,0.025592288761990562
2023_PLUS,42,FHS|HS|BRIER5,FHS_VALUE,-0.00010059991452374885,1.0,-0.0009123921203375183,0.00039550251683672614,-0.0009538588600447735,0.0007526590309972757,FHS,HS,BRIER5,911,-0.01271178915886286
2023_PLUS,42,FHS|HS|DD_MSE,FHS_VALUE,1.8579125721721678e-05,1.0,-2.4112589600800547e-06,3.8089090945991725e-05,-6.390812460842389e-06,4.3549063904285746e-05,FHS,HS,DD_MSE,911,0.09768603969218835
2024_PLUS,42,FHS|HS|PINBALL,FHS_VALUE,0.00015494880752233028,1.0,-6.644434897834885e-05,0.00035213769031705014,-0.00011283835948292729,0.00042273597452758784,FHS,HS,PINBALL,661,0.06198437516917835
2024_PLUS,42,FHS|HS|FZ0,FHS_VALUE,0.14769141152165682,1.0,0.015960496603712595,0.27446353532510837,-0.015456649691706958,0.3108394727350206,FHS,HS,FZ0,661,
