period,block,contrast,family,point,valid_fraction,ci_low,ci_high,sim_low,sim_high,candidate,reference,score,n,fractional_gain
2024_PLUS,42,FHS|HS|BRIER2,FHS_VALUE,0.002567136636463342,1.0,-0.0016011366100520817,0.0064372962283463534,-0.0026076952222529345,0.007741968495179618,FHS,HS,BRIER2,661,0.031658961499139486
2024_PLUS,42,FHS|HS|BRIER5,FHS_VALUE,-0.0002438967829353433,1.0,-0.0013287186567506205,0.0004054079634297433,-0.0014218556681267498,0.0009340621022560633,FHS,HS,BRIER5,661,-0.026430820664125308
2024_PLUS,42,FHS|HS|DD_MSE,FHS_VALUE,1.8095496257495352e-05,1.0,-8.06521025195204e-06,4.0666622020438466e-05,-1.2655095346187603e-05,4.884608786117831e-05,FHS,HS,DD_MSE,661,0.08335506841785781
EX_MAJOR_SHOCKS,42,FHS|HS|PINBALL,FHS_VALUE,0.0002642620155696419,1.0,0.00015593034058597794,0.00037217358528494784,0.00013169515203263134,0.0003968288791066525,FHS,HS,PINBALL,5501,0.10221439071566851
EX_MAJOR_SHOCKS,42,FHS|HS|FZ0,FHS_VALUE,0.1881566701991609,1.0,0.11434641266655243,0.2612157707602277,0.09944938741754285,0.276863952980779,FHS,HS,FZ0,5501,
EX_MAJOR_SHOCKS,42,FHS|HS|BRIER2,FHS_VALUE,0.004365354306471581,1.0,0.002434925754862678,0.006310281258652726,0.001970039849800767,0.006760668763142395,FHS,HS,BRIER2,5501,0.04228412862544537
EX_MAJOR_SHOCKS,42,FHS|HS|BRIER5,FHS_VALUE,0.0003027675160525366,1.0,-7.564082700445807e-05,0.0006844236456384776,-0.00016037211110569028,0.0007659071432107635,FHS,HS,BRIER5,5501,0.020651026128507666
EX_MAJOR_SHOCKS,42,FHS|HS|DD_MSE,FHS_VALUE,4.5620201684721394e-05,1.0,3.27336704486255e-05,5.873176075133197e-05,2.9745818072420838e-05,6.149458529702195e-05,FHS,HS,DD_MSE,5501,0.2006996615316285
NONOVERLAP5_0,42,FHS|HS|PINBALL,FHS_VALUE,0.00043192595334219517,1.0,0.00017316114858176047,0.000761877565480093,6.975538253160948e-05,0.0007940965241527809,FHS,HS,PINBALL,1323,0.14934134656976786
NONOVERLAP5_0,42,FHS|HS|FZ0,FHS_VALUE,0.22903417717185362,1.0,0.09685430753361174,0.3846869849459087,0.058090740975274585,0.3999776133684326,FHS,HS,FZ0,1323,
NONOVERLAP5_0,42,FHS|HS|BRIER2,FHS_VALUE,0.005375654767285054,1.0,0.0026835100535401307,0.008237624659107537,0.0019602931310398414,0.008791016403530267,FHS,HS,BRIER2,1323,0.04490821844603235
NONOVERLAP5_0,42,FHS|HS|BRIER5,FHS_VALUE,0.001577530073237673,1.0,-3.9780283106043297e-05,0.0036974714194683536,-0.0007425190715758434,0.0038975792180511895,FHS,HS,BRIER5,1323,0.07861085596177737
NONOVERLAP5_0,42,FHS|HS|DD_MSE,FHS_VALUE,8.628233258661053e-05,1.0,4.300499149726989e-05,0.00014898891066168277,2.031576630788775e-05,0.0001522488988653333,FHS,HS,DD_MSE,1323,0.26309739932699805
NONOVERLAP5_1,42,FHS|HS|PINBALL,FHS_VALUE,0.00042221411027219293,1.0,0.00016926893478809047,0.0007368615522478902,7.677520085187534e-05,0.0007676530196925105,FHS,HS,PINBALL,1324,0.13990265486795592
NONOVERLAP5_1,42,FHS|HS|FZ0,FHS_VALUE,0.24689148522658358,1.0,0.1290874557673879,0.3826558412974875,0.0974386487562729,0.39634432169689426,FHS,HS,FZ0,1324,
NONOVERLAP5_1,42,FHS|HS|BRIER2,FHS_VALUE,0.0056628930400755995,1.0,0.002434457856767993,0.00935108020958519,0.0014821708523098179,0.009843615227841381,FHS,HS,BRIER2,1324,0.04842905543229508
NONOVERLAP5_1,42,FHS|HS|BRIER5,FHS_VALUE,0.0017483832659661287,1.0,-0.00019065187925919186,0.004703882367686307,-0.0011905476257595617,0.004687314157691819,FHS,HS,BRIER5,1324,0.06779701831080581
NONOVERLAP5_1,42,FHS|HS|DD_MSE,FHS_VALUE,8.729553630511457e-05,1.0,4.3190768331556335e-05,0.00015048970328644413,2.1557007741007553e-05,0.0001530340648692216,FHS,HS,DD_MSE,1324,0.26094433129156125
NONOVERLAP5_2,42,FHS|HS|PINBALL,FHS_VALUE,0.0003372902310056919,1.0,0.0001534693542371163,0.0005389626431221158,9.376066576452654e-05,0.0005808197962468573,FHS,HS,PINBALL,1323,0.11136658435096099
NONOVERLAP5_2,42,FHS|HS|FZ0,FHS_VALUE,0.1973235747509086,1.0,0.09160238464349472,0.3035738949098788,0.062226799009194894,0.3324203504926223,FHS,HS,FZ0,1323,
NONOVERLAP5_2,42,FHS|HS|BRIER2,FHS_VALUE,0.004926950184256502,1.0,0.0022714040441940953,0.007697962031499136,0.0015365426700366899,0.008317357698476314,FHS,HS,BRIER2,1323,0.040293836410298156
NONOVERLAP5_2,42,FHS|HS|BRIER5,FHS_VALUE,0.0008596625500598386,1.0,-7.485682301216702e-05,0.0019914634041694203,-0.0004254467311158453,0.0021447718312355224,FHS,HS,BRIER5,1323,0.03431504364010433
NONOVERLAP5_2,42,FHS|HS|DD_MSE,FHS_VALUE,7.864908636878277e-05,1.0,4.495039929290637e-05,0.00012214127532925233,3.0472228841982028e-05,0.0001268259438955835,FHS,HS,DD_MSE,1323,0.24771924779263294
NONOVERLAP5_3,42,FHS|HS|PINBALL,FHS_VALUE,0.0003949938510125449,1.0,0.0002003886406637482,0.0006275426065067007,0.00012475597455358496,0.0006652317274715048,FHS,HS,PINBALL,1323,0.12549242440693992
NONOVERLAP5_3,42,FHS|HS|FZ0,FHS_VALUE,0.22872726690747114,1.0,0.12293326814820252,0.346503557535922,0.09214741762027207,0.3653071161946702,FHS,HS,FZ0,1323,
NONOVERLAP5_3,42,FHS|HS|BRIER2,FHS_VALUE,0.004961917130737919,1.0,0.002228842443712284,0.007961889998416136,0.0014975126862403964,0.008426321575235443,FHS,HS,BRIER2,1323,0.04268812789457438
NONOVERLAP5_3,42,FHS|HS|BRIER5,FHS_VALUE,0.0016605729453087225,1.0,0.00018175272790200595,0.003585761659080599,-0.00045920776264067576,0.0037803536532581205,FHS,HS,BRIER5,1323,0.06619389957264181
NONOVERLAP5_3,42,FHS|HS|DD_MSE,FHS_VALUE,7.330915468079118e-05,1.0,3.79327597152907e-05,0.00011765837696197138,2.3099556321507643e-05,0.00012351875304007472,FHS,HS,DD_MSE,1323,0.22565847319474283
NONOVERLAP5_4,42,FHS|HS|PINBALL,FHS_VALUE,0.0003593220132582208,1.0,0.00012723668090629137,0.0006428242812944321,5.027044175747369e-05,0.0006683735847589679,FHS,HS,PINBALL,1323,0.11882003404940424
NONOVERLAP5_4,42,FHS|HS|FZ0,FHS_VALUE,0.21888870608100167,1.0,0.09090960869550875,0.371758329280996,0.0480202515602802,0.38975716060172316,FHS,HS,FZ0,1323,
NONOVERLAP5_4,42,FHS|HS|BRIER2,FHS_VALUE,0.005604797765219244,1.0,0.002676919785409918,0.008717668276661225,0.0018651529008878623,0.009344442629550625,FHS,HS,BRIER2,1323,0.045935204769564766
NONOVERLAP5_4,42,FHS|HS|BRIER5,FHS_VALUE,0.0011736480682773757,1.0,-0.00031243236897569046,0.003183844439068148,-0.0009525576113702688,0.0032998537479250203,FHS,HS,BRIER5,1323,0.05279109266538212
NONOVERLAP5_4,42,FHS|HS|DD_MSE,FHS_VALUE,7.755332731892439e-05,1.0,3.4883821918983555e-05,0.00014218242493426565,1.1574596364242584e-05,0.0001435320582736062,FHS,HS,DD_MSE,1323,0.2214502313074838
