period,model,bucket_type,bucket,n,var_hit,ES_moment,actual_p2,pred_p2,actual_p5,pred_p5,actual_D,pred_D,actual_probability,predicted_probability
EX_MAJOR_SHOCKS,HS,p2,0.1_0.2,5501,,,,,,,,,0.1150699872750409,0.15931318428069577
EX_MAJOR_SHOCKS,HS,p2,0.2_1.000001,0,,,,,,,,,,
EX_MAJOR_SHOCKS,HS,p5,0_0.01,0,,,,,,,,,,
EX_MAJOR_SHOCKS,HS,p5,0.01_0.05,5501,,,,,,,,,0.014724595528085803,0.02664369163373714
EX_MAJOR_SHOCKS,HS,p5,0.05_0.1,0,,,,,,,,,,
EX_MAJOR_SHOCKS,HS,p5,0.1_0.2,0,,,,,,,,,,
EX_MAJOR_SHOCKS,HS,p5,0.2_1.000001,0,,,,,,,,,,
EX_MAJOR_SHOCKS,FHS,RISK,LOW,3043,0.04863621426224121,-0.011774204315407186,0.07394019060138021,0.07663421954290141,0.0029576076240552087,0.0037929147188556804,0.010179329188889084,0.01122152546951493,,
EX_MAJOR_SHOCKS,FHS,RISK,MID,1761,0.04202157864849517,0.03650783360498517,0.14764338444065872,0.16214944749519553,0.018171493469619535,0.021186366637509477,0.015878922322866456,0.017488068227754734,,
EX_MAJOR_SHOCKS,FHS,RISK,HIGH,697,0.03730272596843615,0.08740177763527698,0.21233859397417504,0.24589160211424443,0.05738880918220947,0.08091306600872838,0.026235245571845353,0.02900330873879475,,
EX_MAJOR_SHOCKS,FHS,p2,0_0.01,13,,,,,,,,,0.0,0.007617281304787808
EX_MAJOR_SHOCKS,FHS,p2,0.01_0.05,673,,,,,,,,,0.05349182763744428,0.03636458387878865
EX_MAJOR_SHOCKS,FHS,p2,0.05_0.1,1671,,,,,,,,,0.06642728904847396,0.07571548846098501
EX_MAJOR_SHOCKS,FHS,p2,0.1_0.2,2314,,,,,,,,,0.1331028522039758,0.14637392406155564
EX_MAJOR_SHOCKS,FHS,p2,0.2_1.000001,830,,,,,,,,,0.21445783132530122,0.24135822009347468
EX_MAJOR_SHOCKS,FHS,p5,0_0.01,3086,,,,,,,,,0.0032404406999351912,0.0037148413882194882
EX_MAJOR_SHOCKS,FHS,p5,0.01_0.05,1810,,,,,,,,,0.020441988950276244,0.022709304930644676
EX_MAJOR_SHOCKS,FHS,p5,0.05_0.1,441,,,,,,,,,0.05215419501133787,0.06862079335568708
EX_MAJOR_SHOCKS,FHS,p5,0.1_0.2,162,,,,,,,,,0.06790123456790123,0.13581113296577454
EX_MAJOR_SHOCKS,FHS,p5,0.2_1.000001,2,,,,,,,,,0.0,0.20821114369501464
NONOVERLAP5_0,HS,RISK,LOW,637,0.0141287284144427,0.29941748873721946,0.08163265306122448,0.15786843372810594,0.0031397174254317113,0.026369503957412683,0.010366499600996067,0.018303841000048567,,
NONOVERLAP5_0,HS,RISK,MID,440,0.029545454545454545,0.19779996449072856,0.15,0.15744129433891269,0.011363636363636364,0.026430874726965092,0.016842529347812277,0.01827120432489875,,
NONOVERLAP5_0,HS,RISK,HIGH,246,0.13821138211382114,-0.8939040688840914,0.2682926829268293,0.1609370175032746,0.08130081300813008,0.026599866325631053,0.031311072304716706,0.01861766345021065,,
NONOVERLAP5_0,HS,p2,0_0.01,0,,,,,,,,,,
NONOVERLAP5_0,HS,p2,0.01_0.05,0,,,,,,,,,,
NONOVERLAP5_0,HS,p2,0.05_0.1,0,,,,,,,,,,
NONOVERLAP5_0,HS,p2,0.1_0.2,1323,,,,,,,,,0.13907785336356765,0.15829695245633457
NONOVERLAP5_0,HS,p2,0.2_1.000001,0,,,,,,,,,,
NONOVERLAP5_0,HS,p5,0_0.01,0,,,,,,,,,,
NONOVERLAP5_0,HS,p5,0.01_0.05,1323,,,,,,,,,0.02040816326530612,0.026432748312049704
NONOVERLAP5_0,HS,p5,0.05_0.1,0,,,,,,,,,,
NONOVERLAP5_0,HS,p5,0.1_0.2,0,,,,,,,,,,
NONOVERLAP5_0,HS,p5,0.2_1.000001,0,,,,,,,,,,
NONOVERLAP5_0,FHS,RISK,LOW,637,0.054945054945054944,-0.09924713830985515,0.08163265306122448,0.07697180017411503,0.0031397174254317113,0.003824357763560946,0.010366499600996067,0.011249673774786119,,
NONOVERLAP5_0,FHS,RISK,MID,440,0.029545454545454545,0.12576080616078938,0.15,0.1639209931159229,0.011363636363636364,0.021392282394349517,0.016842529347812277,0.017586405517813496,,
NONOVERLAP5_0,FHS,RISK,HIGH,246,0.044715447154471545,0.12986234239408073,0.2682926829268293,0.25399745960318226,0.08130081300813008,0.09440474730209666,0.031311072304716706,0.03163686443306816,,
NONOVERLAP5_0,FHS,p2,0_0.01,4,,,,,,,,,0.0,0.007466963057128426
NONOVERLAP5_0,FHS,p2,0.01_0.05,135,,,,,,,,,0.08888888888888889,0.036483144723713286
NONOVERLAP5_0,FHS,p2,0.05_0.1,349,,,,,,,,,0.06017191977077364,0.07493577870737798
NONOVERLAP5_0,FHS,p2,0.1_0.2,555,,,,,,,,,0.14414414414414414,0.1491453607912383
NONOVERLAP5_0,FHS,p2,0.2_1.000001,280,,,,,,,,,0.25357142857142856,0.24912962266556513
NONOVERLAP5_0,FHS,p5,0_0.01,647,,,,,,,,,0.0030911901081916537,0.003733206866688823
NONOVERLAP5_0,FHS,p5,0.01_0.05,463,,,,,,,,,0.01079913606911447,0.023453588987864205
NONOVERLAP5_0,FHS,p5,0.05_0.1,137,,,,,,,,,0.058394160583941604,0.06927488538991468
NONOVERLAP5_0,FHS,p5,0.1_0.2,58,,,,,,,,,0.13793103448275862,0.13879515240294357
NONOVERLAP5_0,FHS,p5,0.2_1.000001,18,,,,,,,,,0.2222222222222222,0.23650629462778103
NONOVERLAP5_1,HS,RISK,LOW,626,0.009584664536741214,0.3073192349324096,0.07827476038338659,0.15768729746229249,0.003194888178913738,0.026324286072831406,0.010376374849056125,0.018288536664201792,,
NONOVERLAP5_1,HS,RISK,MID,444,0.04054054054054054,0.061667773998823346,0.15765765765765766,0.15806147638875315,0.024774774774774775,0.02662942250028736,0.016678713158872288,0.018328389183884294,,
NONOVERLAP5_1,HS,RISK,HIGH,254,0.11811023622047244,-0.8711239660181384,0.23228346456692914,0.16021863716118886,0.08661417322834646,0.026337672321195597,0.030835798761683388,0.018548072303549556,,
NONOVERLAP5_1,HS,p2,0_0.01,0,,,,,,,,,,
NONOVERLAP5_1,HS,p2,0.01_0.05,0,,,,,,,,,,
NONOVERLAP5_1,HS,p2,0.05_0.1,0,,,,,,,,,,
NONOVERLAP5_1,HS,p2,0.1_0.2,1324,,,,,,,,,0.13444108761329304,0.15829839695388478
NONOVERLAP5_1,HS,p2,0.2_1.000001,0,,,,,,,,,,
NONOVERLAP5_1,HS,p5,0_0.01,0,,,,,,,,,,
NONOVERLAP5_1,HS,p5,0.01_0.05,1324,,,,,,,,,0.026435045317220542,0.026429180846906142
NONOVERLAP5_1,HS,p5,0.05_0.1,0,,,,,,,,,,
NONOVERLAP5_1,HS,p5,0.1_0.2,0,,,,,,,,,,
NONOVERLAP5_1,HS,p5,0.2_1.000001,0,,,,,,,,,,
NONOVERLAP5_1,FHS,RISK,LOW,626,0.04792332268370607,-0.012652906112607755,0.07827476038338659,0.07539925441233315,0.003194888178913738,0.0036586780742158633,0.010376374849056125,0.011144648575312648,,
NONOVERLAP5_1,FHS,RISK,MID,444,0.04954954954954955,-0.028537948866151453,0.15765765765765766,0.16407677304397653,0.024774774774774775,0.02145658201905599,0.016678713158872288,0.017607990909967897,,
NONOVERLAP5_1,FHS,RISK,HIGH,254,0.04330708661417323,0.041561460928365566,0.23228346456692914,0.2520715392408948,0.08661417322834646,0.09254998496152776,0.030835798761683388,0.03120717706757778,,
NONOVERLAP5_1,FHS,p2,0_0.01,3,,,,,,,,,0.0,0.00604043392504931
NONOVERLAP5_1,FHS,p2,0.01_0.05,146,,,,,,,,,0.0410958904109589,0.03680535365976682
NONOVERLAP5_1,FHS,p2,0.05_0.1,350,,,,,,,,,0.06571428571428571,0.07607826550864134
NONOVERLAP5_1,FHS,p2,0.1_0.2,540,,,,,,,,,0.15555555555555556,0.15047821602696002
NONOVERLAP5_1,FHS,p2,0.2_1.000001,285,,,,,,,,,0.22807017543859648,0.24841704891982253
NONOVERLAP5_1,FHS,p5,0_0.01,648,,,,,,,,,0.004629629629629629,0.0037025210023541406
NONOVERLAP5_1,FHS,p5,0.01_0.05,458,,,,,,,,,0.028384279475982533,0.02386724486758561
NONOVERLAP5_1,FHS,p5,0.05_0.1,143,,,,,,,,,0.055944055944055944,0.06873362278990533
NONOVERLAP5_1,FHS,p5,0.1_0.2,59,,,,,,,,,0.1016949152542373,0.14209353812741524
NONOVERLAP5_1,FHS,p5,0.2_1.000001,16,,,,,,,,,0.3125,0.23636828148714925
NONOVERLAP5_2,HS,RISK,LOW,655,0.015267175572519083,0.2449039554269081,0.08091603053435115,0.1577726879669744,0.0061068702290076335,0.026414376010953203,0.010515952192823277,0.018293762187545536,,
NONOVERLAP5_2,HS,RISK,MID,419,0.04295942720763723,0.15435188035795874,0.17899761336515513,0.15777793356500544,0.021479713603818614,0.026467317291558407,0.016537194957231088,0.018303110445965328,,
NONOVERLAP5_2,HS,RISK,HIGH,249,0.12048192771084337,-0.9135722185114777,0.24096385542168675,0.1606071718279101,0.08433734939759036,0.026416752301553506,0.031363655793150216,0.018589460512100482,,
NONOVERLAP5_2,HS,p2,0_0.01,0,,,,,,,,,,
NONOVERLAP5_2,HS,p2,0.01_0.05,0,,,,,,,,,,
NONOVERLAP5_2,HS,p2,0.05_0.1,0,,,,,,,,,,
NONOVERLAP5_2,HS,p2,0.1_0.2,1323,,,,,,,,,0.1421012849584278,0.15830782355801595
NONOVERLAP5_2,HS,p2,0.2_1.000001,0,,,,,,,,,,
NONOVERLAP5_2,HS,p5,0_0.01,0,,,,,,,,,,
NONOVERLAP5_2,HS,p5,0.01_0.05,1323,,,,,,,,,0.025699168556311415,0.026431589988982724
NONOVERLAP5_2,HS,p5,0.05_0.1,0,,,,,,,,,,
NONOVERLAP5_2,HS,p5,0.1_0.2,0,,,,,,,,,,
NONOVERLAP5_2,HS,p5,0.2_1.000001,0,,,,,,,,,,
NONOVERLAP5_2,FHS,RISK,LOW,655,0.05343511450381679,-0.16531540646899262,0.08091603053435115,0.07701212897106091,0.0061068702290076335,0.00380945296138575,0.010515952192823277,0.011248667685554143,,
NONOVERLAP5_2,FHS,RISK,MID,419,0.0477326968973747,0.08292807936136391,0.17899761336515513,0.16620599845052922,0.021479713603818614,0.022335545787525574,0.016537194957231088,0.01781624184001113,,
NONOVERLAP5_2,FHS,RISK,HIGH,249,0.04819277108433735,-0.03313648711053714,0.24096385542168675,0.25208430936915693,0.08433734939759036,0.09249226682401651,0.031363655793150216,0.03120846860732395,,
NONOVERLAP5_2,FHS,p2,0_0.01,2,,,,,,,,,0.0,0.009060650887573966
NONOVERLAP5_2,FHS,p2,0.01_0.05,138,,,,,,,,,0.050724637681159424,0.03613049396023491
NONOVERLAP5_2,FHS,p2,0.05_0.1,360,,,,,,,,,0.09166666666666666,0.07502680196341234
NONOVERLAP5_2,FHS,p2,0.1_0.2,534,,,,,,,,,0.14794007490636704,0.14889426869889072
NONOVERLAP5_2,FHS,p2,0.2_1.000001,289,,,,,,,,,0.23875432525951557,0.24681291764502802
NONOVERLAP5_2,FHS,p5,0_0.01,657,,,,,,,,,0.0060882800608828,0.0036847572883945065
NONOVERLAP5_2,FHS,p5,0.01_0.05,455,,,,,,,,,0.026373626373626374,0.024321190719645024
NONOVERLAP5_2,FHS,p5,0.05_0.1,136,,,,,,,,,0.058823529411764705,0.06841277797199687
NONOVERLAP5_2,FHS,p5,0.1_0.2,59,,,,,,,,,0.13559322033898305,0.14140432561912109
NONOVERLAP5_2,FHS,p5,0.2_1.000001,16,,,,,,,,,0.125,0.23439621763922497
NONOVERLAP5_3,HS,RISK,LOW,637,0.01098901098901099,0.29255739970033223,0.07692307692307693,0.1575294894386744,0.004709576138147566,0.026346910932146667,0.010180569051150796,0.018269721855956152,,
NONOVERLAP5_3,HS,RISK,MID,441,0.05442176870748299,0.011146133617285439,0.16326530612244897,0.15849161964070402,0.02040816326530612,0.026641826702025986,0.017285182280656744,0.018376482929975377,,
NONOVERLAP5_3,HS,RISK,HIGH,245,0.12653061224489795,-1.0143115532480105,0.22857142857142856,0.15999026455445,0.08979591836734693,0.026274953835286163,0.029627007754810666,0.01852142548341885,,
NONOVERLAP5_3,HS,p2,0_0.01,0,,,,,,,,,,
NONOVERLAP5_3,HS,p2,0.01_0.05,0,,,,,,,,,,
NONOVERLAP5_3,HS,p2,0.05_0.1,0,,,,,,,,,,
NONOVERLAP5_3,HS,p2,0.1_0.2,1323,,,,,,,,,0.13378684807256236,0.1583058986015316
NONOVERLAP5_3,HS,p2,0.2_1.000001,0,,,,,,,,,,
NONOVERLAP5_3,HS,p5,0_0.01,0,,,,,,,,,,
NONOVERLAP5_3,HS,p5,0.01_0.05,1323,,,,,,,,,0.025699168556311415,0.026431890800465603
NONOVERLAP5_3,HS,p5,0.05_0.1,0,,,,,,,,,,
NONOVERLAP5_3,HS,p5,0.1_0.2,0,,,,,,,,,,
NONOVERLAP5_3,HS,p5,0.2_1.000001,0,,,,,,,,,,
NONOVERLAP5_3,FHS,RISK,LOW,637,0.05180533751962323,-0.03841993262345956,0.07692307692307693,0.07597307146650763,0.004709576138147566,0.0037253637494904916,0.010180569051150796,0.011177547969436851,,
NONOVERLAP5_3,FHS,RISK,MID,441,0.06349206349206349,-0.13543093623967525,0.16326530612244897,0.1651686152221853,0.02040816326530612,0.022057280609480836,0.017285182280656744,0.017738804854574925,,
NONOVERLAP5_3,FHS,RISK,HIGH,245,0.053061224489795916,-0.04212885484928247,0.22857142857142856,0.25242031103998314,0.08979591836734693,0.09296877778002843,0.029627007754810666,0.031234369738679747,,
NONOVERLAP5_3,FHS,p2,0_0.01,2,,,,,,,,,0.0,0.008690828402366863
NONOVERLAP5_3,FHS,p2,0.01_0.05,145,,,,,,,,,0.034482758620689655,0.03628821640494475
NONOVERLAP5_3,FHS,p2,0.05_0.1,351,,,,,,,,,0.07122507122507123,0.07616260262178637
NONOVERLAP5_3,FHS,p2,0.1_0.2,537,,,,,,,,,0.14711359404096835,0.14886599024360367
NONOVERLAP5_3,FHS,p2,0.2_1.000001,288,,,,,,,,,0.2361111111111111,0.2469579816852814
NONOVERLAP5_3,FHS,p5,0_0.01,660,,,,,,,,,0.006060606060606061,0.0037924444869171315
NONOVERLAP5_3,FHS,p5,0.01_0.05,463,,,,,,,,,0.02591792656587473,0.02492816483527854
NONOVERLAP5_3,FHS,p5,0.05_0.1,123,,,,,,,,,0.032520325203252036,0.07012889958618658
NONOVERLAP5_3,FHS,p5,0.1_0.2,61,,,,,,,,,0.14754098360655737,0.1390084268767426
NONOVERLAP5_3,FHS,p5,0.2_1.000001,16,,,,,,,,,0.3125,0.2329716027894963
NONOVERLAP5_4,HS,RISK,LOW,634,0.014195583596214511,0.2942672203319361,0.0694006309148265,0.15780037959916712,0.0031545741324921135,0.026363763521793687,0.010091017536219344,0.018299131103582233,,
NONOVERLAP5_4,HS,RISK,MID,446,0.0515695067264574,0.07663855082823103,0.18834080717488788,0.15795714978248918,0.02466367713004484,0.02657056412498394,0.017309001790164456,0.01831717088246978,,
NONOVERLAP5_4,HS,RISK,HIGH,243,0.12345679012345678,-0.9313953843287865,0.24691358024691357,0.1602053612940716,0.06995884773662552,0.026338756144344926,0.03078910156133006,0.01854815837371603,,
NONOVERLAP5_4,HS,p2,0_0.01,0,,,,,,,,,,
NONOVERLAP5_4,HS,p2,0.01_0.05,0,,,,,,,,,,
NONOVERLAP5_4,HS,p2,0.05_0.1,0,,,,,,,,,,
NONOVERLAP5_4,HS,p2,0.1_0.2,1323,,,,,,,,,0.1421012849584278,0.15829496013856503
NONOVERLAP5_4,HS,p2,0.2_1.000001,0,,,,,,,,,,
NONOVERLAP5_4,HS,p5,0_0.01,0,,,,,,,,,,
NONOVERLAP5_4,HS,p5,0.01_0.05,1323,,,,,,,,,0.022675736961451247,0.026428885423761043
NONOVERLAP5_4,HS,p5,0.05_0.1,0,,,,,,,,,,
NONOVERLAP5_4,HS,p5,0.1_0.2,0,,,,,,,,,,
NONOVERLAP5_4,HS,p5,0.2_1.000001,0,,,,,,,,,,
NONOVERLAP5_4,FHS,RISK,LOW,634,0.052050473186119876,-0.06189774588456108,0.0694006309148265,0.07634170273907145,0.0031545741324921135,0.0037577448927840974,0.010091017536219344,0.011207397824558228,,
NONOVERLAP5_4,FHS,RISK,MID,446,0.04708520179372197,-0.07538784533560065,0.18834080717488788,0.16430310541789603,0.02466367713004484,0.02172160079066587,0.017309001790164456,0.01764299339807907,,
NONOVERLAP5_4,FHS,RISK,HIGH,243,0.03292181069958848,0.07698564484323972,0.24691358024691357,0.2537292479011075,0.06995884773662552,0.09448957015847737,0.03078910156133006,0.0315678302892822,,
NONOVERLAP5_4,FHS,p2,0_0.01,2,,,,,,,,,0.0,0.007766272189349112
NONOVERLAP5_4,FHS,p2,0.01_0.05,147,,,,,,,,,0.07482993197278912,0.03619679198730698
NONOVERLAP5_4,FHS,p2,0.05_0.1,349,,,,,,,,,0.07163323782234957,0.07638968372520447
NONOVERLAP5_4,FHS,p2,0.1_0.2,541,,,,,,,,,0.1534195933456562,0.1496050714367497
NONOVERLAP5_4,FHS,p2,0.2_1.000001,284,,,,,,,,,0.24295774647887325,0.2478986885881383
NONOVERLAP5_4,FHS,p5,0_0.01,645,,,,,,,,,0.004651162790697674,0.0036978587827290084
NONOVERLAP5_4,FHS,p5,0.01_0.05,470,,,,,,,,,0.02127659574468085,0.02377582406629156
NONOVERLAP5_4,FHS,p5,0.05_0.1,130,,,,,,,,,0.038461538461538464,0.06913839280585335
NONOVERLAP5_4,FHS,p5,0.1_0.2,62,,,,,,,,,0.16129032258064516,0.140520438737097
NONOVERLAP5_4,FHS,p5,0.2_1.000001,16,,,,,,,,,0.125,0.23569970441836915
