period,block,contrast,family,point,valid_fraction,ci_low,ci_high,sim_low,sim_high,candidate,reference,score,n,fractional_gain
NONOVERLAP5_3,21,FHS|HS|PINBALL,FHS_VALUE,0.0004214815672891865,1.0,0.0001537941486414519,0.0007535055627856768,5.575499216899625e-05,0.0007872081424093768,FHS,HS,PINBALL,1018,0.12393490350554327
NONOVERLAP5_3,21,FHS|HS|FZ0,FHS_VALUE,0.1977325509084095,1.0,0.09184051476404907,0.3147690926070591,0.0598359137749766,0.3356291880418424,FHS,HS,FZ0,1018,
NONOVERLAP5_3,21,FHS|HS|BRIER2,FHS_VALUE,0.0050349183155790015,1.0,0.0016241008837038044,0.00830283933186168,0.000959025996592605,0.009110810634565397,FHS,HS,BRIER2,1018,0.034747763783615625
NONOVERLAP5_3,21,FHS|HS|BRIER5,FHS_VALUE,0.0014217797982595357,1.0,-0.0002396406133077234,0.0033992108250566057,-0.0008181323375979091,0.0036616919341169807,FHS,HS,BRIER5,1018,0.04922482978833531
NONOVERLAP5_3,21,FHS|HS|DD_MSE,FHS_VALUE,8.664073617657716e-05,1.0,4.0747338420701166e-05,0.00014747745319428199,2.1090825294240245e-05,0.00015219064705891406,FHS,HS,DD_MSE,1018,0.20779845859320958
NONOVERLAP5_4,21,FHS|HS|PINBALL,FHS_VALUE,0.00039971047665682816,1.0,0.00011597141761860443,0.0007604309490470776,2.2803342865877893e-05,0.0007766176104477784,FHS,HS,PINBALL,1018,0.11546754471300477
NONOVERLAP5_4,21,FHS|HS|FZ0,FHS_VALUE,0.18447618404614452,1.0,0.08190063065649904,0.30307134803476443,0.05084324803706572,0.3181091200552233,FHS,HS,FZ0,1018,
NONOVERLAP5_4,21,FHS|HS|BRIER2,FHS_VALUE,0.005797224576952658,1.0,0.0026005187728189985,0.009120916368217566,0.0018184861402248571,0.009775963013680458,FHS,HS,BRIER2,1018,0.04237158263608834
NONOVERLAP5_4,21,FHS|HS|BRIER5,FHS_VALUE,0.002548281682760361,1.0,0.0002786106355580443,0.005516528693630153,-0.0006720060957018433,0.005768569461222566,FHS,HS,BRIER5,1018,0.06595793450217566
NONOVERLAP5_4,21,FHS|HS|DD_MSE,FHS_VALUE,8.388270870812712e-05,1.0,3.7596901083219674e-05,0.00014660740302262107,1.78804404826669e-05,0.00014988497693358733,FHS,HS,DD_MSE,1018,0.20335800016783864
ALL,42,FHS|HS|PINBALL,FHS_VALUE,0.00035144819912102433,1.0,0.00012731082939295842,0.0006541836688056145,4.3803356074913235e-05,0.0006590930421671354,FHS,HS,PINBALL,5087,0.10070434349360426
ALL,42,FHS|HS|FZ0,FHS_VALUE,0.16629987385628117,1.0,0.07119162383932781,0.2774062862488105,0.04442051455999722,0.2881792331525651,FHS,HS,FZ0,5087,
ALL,42,FHS|HS|BRIER2,FHS_VALUE,0.00509186110065911,1.0,0.0023499728751100683,0.00810532704305169,0.0017591523592094126,0.008424569842108808,FHS,HS,BRIER2,5087,0.035884408259374875
ALL,42,FHS|HS|BRIER5,FHS_VALUE,0.001559446011610145,1.0,9.73913926313712e-05,0.003738004889961691,-0.0006066346468804997,0.00372552667010079,FHS,HS,BRIER5,5087,0.04554248474279942
ALL,42,FHS|HS|DD_MSE,FHS_VALUE,7.984172591250019e-05,1.0,3.656796936129008e-05,0.00014599158720115084,1.4974969111501832e-05,0.00014470848271349855,FHS,HS,DD_MSE,5087,0.19273238864813652
PRE2020,42,FHS|HS|PINBALL,FHS_VALUE,0.0004344945875527839,1.0,0.00015177542277925373,0.0008296403651662507,3.1577528225942614e-05,0.0008374116468796251,FHS,HS,PINBALL,3420,0.12883937367368983
PRE2020,42,FHS|HS|FZ0,FHS_VALUE,0.2040782629638608,1.0,0.07765586073683069,0.36172838003081614,0.0395388062302226,0.368617719697499,FHS,HS,FZ0,3420,
PRE2020,42,FHS|HS|BRIER2,FHS_VALUE,0.006274124861912329,1.0,0.002829317536032676,0.010140561170406298,0.0018700180968008635,0.010678231627023794,FHS,HS,BRIER2,3420,0.04678878533496559
PRE2020,42,FHS|HS|BRIER5,FHS_VALUE,0.0022396285227264793,1.0,0.0002992473275539772,0.005262143798068878,-0.0007810790701892564,0.005260336115642215,FHS,HS,BRIER5,3420,0.07094985674092295
PRE2020,42,FHS|HS|DD_MSE,FHS_VALUE,9.408171293079702e-05,1.0,3.725329746370735e-05,0.00018219570062570495,3.5679810305216584e-06,0.00018459544483107238,FHS,HS,DD_MSE,3420,0.23931229811521024
GFC,42,FHS|HS|PINBALL,FHS_VALUE,0.0007518501125188443,1.0,-0.00030534703440812747,0.0025001761470344486,-0.0008464552085709309,0.0023501554336086195,FHS,HS,PINBALL,756,0.15804495125371323
GFC,42,FHS|HS|FZ0,FHS_VALUE,0.2530230390478219,1.0,-0.1752287413051272,0.8737045657513474,-0.32966066839063396,0.8357067464862777,FHS,HS,FZ0,756,
