cash_mode,offset,cost_bps,period,rule,target,exposure_error,dynamic_mean,static_mean
PROXY,1,0,2015_2016,CORE_VOL,0.9536081078622374,2.58926213803079e-12,0.953604539015193,0.9536045390177823
PROXY,1,0,2018Q4,CORE_VOL,0.8565777393305325,3.292033312618514e-12,0.8553036911367055,0.8553036911334134
PROXY,1,0,COVID,CORE_VOL,0.7130021668490372,4.998224056862455e-12,0.7125296897718995,0.7125296897768977
PROXY,1,0,2022,CORE_VOL,0.8153539723498398,6.9604322305849564e-12,0.8151150821078897,0.8151150821009293
PROXY,1,0,2023_PLUS,CORE_VOL,0.9497550647574826,8.033573806187633e-13,0.9498054959942166,0.94980549599502
PROXY,1,0,2024_PLUS,CORE_VOL,0.9476857690679026,2.7450264283856995e-12,0.94774669893928,0.947746698936535
PROXY,1,0,EX_MAJOR_SHOCKS,CORE_VOL,0.9438150280257105,6.403988450642828e-12,0.9438612527717716,0.9438612527653676
PROXY,1,1,ALL,VOL,0.8445511818208615,4.878764059412788e-12,0.8446038130874894,0.8446038130826107
PROXY,1,1,DOTCOM,VOL,0.6318003445994691,1.9931833961095435e-12,0.6315278539664005,0.6315278539683937
PROXY,1,1,GFC,VOL,0.6720532902618288,1.7548185127225224e-12,0.6716618250412327,0.6716618250394779
PROXY,1,1,2011,VOL,0.7325194353834377,3.955724636739433e-13,0.7324980373553994,0.7324980373550039
PROXY,1,1,2015_2016,VOL,0.9071996974016656,4.747424675599632e-12,0.9071934859054573,0.9071934859102048
PROXY,1,1,2018Q4,VOL,0.7132382328636595,2.1163071295404734e-12,0.711128489091157,0.7111284890932733
PROXY,1,1,COVID,VOL,0.4257745118011371,1.461053500406706e-13,0.4253160605445798,0.4253160605444337
PROXY,1,1,2022,VOL,0.6305115588984336,6.138090036245103e-12,0.6301577159864596,0.6301577159803216
PROXY,1,1,2023_PLUS,VOL,0.8994228473966359,5.029865413064272e-12,0.8995191653238173,0.8995191653187874
