cash_mode,offset,cost_bps,period,rule,cycles,high_positive_n,high_negative_n,high_positive_participation,rebound_participation,rebound_n,high_missed_upside,high_downside_avoided,missed_upside_per_downside_avoided,all_positive_participation,all_negative_participation
PROXY,1,3,ALL,VOL,1254,125,97,0.4480862050453742,0.4789400778361685,47,2.027967908481454,1.6988406139575507,1.193736417542539,0.7548384624675498,0.7395153900202377
PROXY,1,3,DOTCOM,VOL,63,16,15,0.44083536493158193,0.44841201281812026,10,0.2603086888961282,0.20802969188002185,1.2513054580990175,0.5274689195142421,0.6419204037930446
PROXY,1,3,GFC,VOL,150,29,34,0.38637467932971004,0.5036766675775128,10,0.62319635870249,0.8031874227149105,0.775904030713006,0.5606329698305368,0.5233690276759426
PROXY,1,3,2011,VOL,50,11,8,0.4420747434347351,0.5532945154926546,3,0.1935313733520589,0.11830448726550585,1.6358751711397426,0.6038809414412573,0.678791629771324
PROXY,1,3,2015_2016,VOL,100,9,3,0.5443083639215008,0.5974885321845138,3,0.07009278827188763,0.044048229760316436,1.5912736710031203,0.831189191945134,0.8793902254605469
PROXY,1,3,2018Q4,VOL,12,3,2,0.5536488801411709,0.5559336427148421,2,0.02967631328815923,0.0325122623835524,0.9127729389626282,0.5536488801411709,0.7318961358400331
PROXY,1,3,COVID,VOL,18,10,6,0.3516874835464219,0.3274433527071422,3,0.24508168483284037,0.22396354742880356,1.094292743825868,0.3516874835464219,0.46622034672969587
PROXY,1,3,2022,VOL,49,16,16,0.5143788550268137,0.48364384279006645,8,0.18686684029239717,0.1375113656470532,1.358919238516061,0.5592389033126155,0.6859653740981192
PROXY,1,3,2023_PLUS,VOL,183,10,3,0.48112353360116883,0.4587486030239794,1,0.1988034404860902,0.034970420048218195,5.684902846805227,0.8268032759362368,0.864636384497149
PROXY,1,3,2024_PLUS,VOL,133,9,2,0.46774721931436586,0.4587486030239794,1,0.1865144793535064,0.033567977352436655,5.556321651294476,0.8023197857118112,0.8521987131694764
PROXY,1,3,EX_MAJOR_SHOCKS,VOL,1031,69,41,0.48564185270411214,0.4957585587291951,25,0.9580707736082741,0.5341782781667834,1.7935412441258818,0.821169775411154,0.8336895351968389
PROXY,1,3,ALL,CORE_VOL,1254,125,97,0.7240431025226871,0.7394700389180842,47,1.013983954240727,0.8494203069787754,1.193736417542539,0.877419231233775,0.8697576950101189
